id,ürün fiyatı
0,115.38117000000199
1,37.31584999999983
2,37.80599999999933
3,23.010770000000008
4,41.57159999999965
5,17.656420000000164
6,19.577050000000195
7,41.73033999999953
8,39.55144000000016
9,81.43201000000016
10,13.940849999999925
11,36.523680000000425
12,34.007799999999456
13,30.24055
14,27.401759999999836
15,14.071119999999937
16,40.36284999999956
17,27.552159999999695
18,26.877679999999643
19,20.453759999999768
20,23.648159999999997
21,22.335430000000294
22,46.30339999999947
23,19.11475000000006
24,18.24404000000009
25,14.11778999999993
26,21.404940000000146
27,10.374270000000053
28,26.05988000000032
29,6.40850000000008
30,10.06652000000003
31,8.98917999999993
32,2.7932700000000024
33,5.755809999999944
34,11.706460000000101
35,5.3747100000000305
36,6.442659999999952
37,41.12740000000065
38,15.664770000000097
39,14.240150000000023
40,23.4901099999997
41,23.21304000000002
42,11.73015000000006
43,39.84501999999995
44,23.480319999999622
45,53.54614999999959
46,54.71120000000022
47,26.004750000000186
48,41.87456999999986
49,51.581809999999834
50,38.50459999999976
51,40.046690000000574
52,14.176510000000103
53,50.151560000000885
54,83.15269000000072
55,54.23341000000037
56,12.520100000000072
57,18.819280000000344
58,21.30687999999996
59,23.975259999999675
60,14.206919999999904
61,15.761900000000185
62,21.19226000000014
63,24.345229999999958
64,13.164730000000104
65,16.580049999999837
66,10.410370000000073
67,10.100219999999933
68,27.642570000000095
69,27.735950000000468
70,14.339779999999955
71,18.199489999999944
72,16.95850999999985
73,13.968109999999893
74,49.89874000000034
75,48.4419099999995
76,50.91723999999944
77,52.760030000000754
78,62.239820000000044
79,111.16459999999933
80,35.588929999999706
81,43.33232999999953
82,23.25158000000032
83,44.721079999999695
84,16.075619999999752
85,18.791770000000106
86,41.45551999999923
87,40.10490999999995
88,73.94998000000074
89,13.338170000000089
90,35.98252000000023
91,34.19157999999966
92,27.369280000000245
93,28.465279999999563
94,14.171399999999894
95,38.24658000000022
96,26.587040000000094
97,26.413769999999868
98,20.1669499999999
99,22.024409999999815
100,24.958860000000115
101,43.120139999999594
102,21.931889999999814
103,18.431270000000016
104,14.326890000000109
105,22.63877000000026
106,9.640719999999979
107,25.56353999999971
108,6.729310000000077
109,10.329299999999987
110,8.988449999999961
111,2.4536600000000255
112,5.157940000000003
113,11.951990000000144
114,5.182649999999978
115,6.924809999999944
116,38.67174999999961
117,18.00893999999991
118,14.017769999999851
119,25.103770000000047
120,21.58083999999983
121,10.701989999999984
122,42.12723000000022
123,25.20080999999962
124,49.2485299999994
125,57.397379999999586
126,27.524950000000263
127,38.67214999999999
128,50.637789999999775
129,38.20186000000062
130,37.80916000000022
131,15.61271999999986
132,51.20585999999967
133,81.3530300000009
134,60.45460999999945
135,13.867909999999867
136,16.322549999999886
137,20.275560000000123
138,24.715459999999894
139,13.813269999999898
140,17.00000000000009
141,19.805709999999824
142,24.879309999999982
143,12.984780000000057
144,15.183529999999775
145,9.10908999999999
146,10.340579999999827
147,30.30439999999979
148,28.617950000000295
149,13.44698000000019
150,17.494519999999955
151,17.909699999999805
152,14.949780000000144
153,47.59729999999997
154,48.04095999999973
155,51.39237999999994
156,49.76700999999945
157,55.02576999999975
158,109.14606000000099
159,36.63444999999976
160,35.050259999999604
161,26.221780000000443
162,43.41555000000007
163,15.461459999999805
164,21.40693999999986
165,44.70903000000049
166,40.37598999999981
167,77.37066999999963
168,13.981789999999954
169,36.77964999999983
170,31.251770000000285
171,35.64788000000004
172,28.554340000000174
173,14.264650000000183
174,39.26241999999974
175,27.94046000000013
176,26.999840000000198
177,23.05286999999983
178,19.4584
179,24.286350000000308
180,46.388439999999626
181,19.930370000000146
182,16.413800000000197
183,15.265170000000104
184,20.49729000000008
185,9.01302999999999
186,26.571649999999902
187,6.75077000000006
188,10.723429999999999
189,8.31536999999998
190,2.50797
191,5.042270000000076
192,10.755780000000115
193,4.998839999999941
194,6.312289999999957
195,40.6183900000003
196,15.369150000000072
197,13.632099999999854
198,23.76017999999982
199,22.374140000000217
200,11.121179999999976
201,38.89940000000016
202,24.7748700000003
203,49.27249999999976
204,54.84269999999925
205,27.060899999999865
206,43.10699000000029
207,50.96140999999956
208,37.50530999999996
209,43.375039999999345
210,13.226349999999892
211,49.39124000000045
212,88.76147000000026
213,53.20310999999965
214,13.754629999999871
215,18.90239000000022
216,18.81006
217,22.65677000000017
218,15.575919999999764
219,16.316439999999854
220,19.76885000000008
221,24.469969999999787
222,13.66260999999982
223,17.097049999999903
224,9.921590000000013
225,9.271259999999943
226,28.094479999999926
227,27.437389999999553
228,12.736529999999878
229,16.16661
230,17.053789999999836
231,14.33293999999991
232,46.89182000000008
233,48.5637399999998
234,56.25510999999907
235,56.65196000000082
236,66.90520999999941
237,112.330210000001
238,37.14913999999943
239,41.37042000000012
240,23.207090000000044
241,42.59736999999968
242,17.684889999999932
243,18.65458000000015
244,45.98108999999984
245,38.050959999999804
246,73.9331899999995
247,13.771329999999985
248,37.37634999999985
249,31.470720000000266
250,29.731860000000534
251,27.709559999999758
252,14.821010000000143
253,37.984200000000314
254,26.311340000000413
255,25.168890000000154
256,20.770249999999905
257,19.23210000000018
258,25.132180000000204
259,45.364000000000026
260,21.571080000000318
261,17.61764000000011
262,15.607449999999819
263,20.691820000000153
264,9.650389999999987
265,26.179040000000228
266,6.962550000000066
267,11.622299999999976
268,8.156609999999894
269,2.7083500000000025
270,5.129510000000048
271,11.619519999999893
272,5.342999999999965
273,6.41963999999996
274,45.574390000000314
275,15.993029999999811
276,14.07163999999981
277,25.66247999999991
278,21.09962999999971
279,11.651119999999981
280,37.938359999999996
281,28.881379999999787
282,50.595889999999756
283,57.47204999999975
284,27.964679999999877
285,39.680829999999816
286,46.85349999999988
287,39.50945999999992
288,40.29436000000018
289,14.997609999999872
290,57.42775000000065
291,83.57191999999937
292,59.066459999999225
293,14.142689999999815
294,16.180579999999793
295,20.576300000000128
296,23.024490000000288
297,15.234079999999755
298,16.914009999999905
299,20.831290000000042
300,22.602309999999772
301,14.530049999999934
302,15.658380000000156
303,8.988710000000053
304,10.123379999999948
305,27.184729999999654
306,27.73885000000004
307,13.347689999999838
308,17.087979999999817
309,19.19725000000016
310,13.729449999999966
311,46.25026999999973
312,50.69159999999962
313,54.85988000000039
314,49.97466999999998
315,63.529549999999404
316,118.60652000000157
317,38.45792999999949
318,35.62780999999993
319,22.61649000000022
